"year","n","mean","sd","lower","upper"
2019,76,25.9438353557704,3.92751258121948,17.8152866076048,33.3122355423864
2020,79,23.5556126131813,3.67746020289156,16.6392529321735,30.501674334852
2021,83,25.6491576208241,3.93412397315795,18.0578021110166,33.1930311004323
2022,85,28.3226475160595,4.33811687819455,20.1095930061898,36.6335653128426
2023,92,31.1514270494343,4.71485455955576,22.3297288896112,40.4356638704836
